,MovieName,Rating,Genre,Runtime,Stars
165,Hush,6.6,Comedy| Horror| Thriller,82 min,Director:Mike Flanagan|     Stars:John Gallagher Jr.| Kate Siegel| Michael Trucco| Samantha Sloyan
166,Assassination Nation,5.9,Comedy| Horror| Thriller,108 min,Director:Sam Levinson|     Stars:Odessa Young| Abra| Suki Waterhouse| Hari Nef
167,Black Christmas,-1,Comedy| Horror| Thriller,-1,Director:Sophia Takal|     Stars:Cary Elwes| Imogen Poots| Aleyse Shannon| Brittany O'Grady
168,The Mummy: Tomb of the Dragon Emperor,5.2,Comedy| Horror| Thriller,112 min,Director:Rob Cohen|     Stars:Brendan Fraser| Jet Li| Maria Bello| Michelle Yeoh
169,Hostel,5.9,Comedy| Horror| Thriller,94 min,Director:Eli Roth|     Stars:Jay Hernandez| Derek Richardson| Eythor Gudjonsson| Barbara Nedeljakova
170,An American Werewolf in London,7.6,Comedy| Horror| Thriller,97 min,Director:John Landis|     Stars:David Naughton| Jenny Agutter| Joe Belcher| Griffin Dunne
171,Castlevania,8.1,Comedy| Horror| Thriller,23 min,Stars:Richard Armitage| James Callis| Graham McTavish| Alejandra Reynoso
172,Legion,5.2,Comedy| Horror| Thriller,100 min,Director:Scott Stewart|     Stars:Paul Bettany| Dennis Quaid| Charles S. Dutton| Lucas Black
173,Terrifier,5.6,Comedy| Horror| Thriller,82 min,Director:Damien Leone|     Stars:Jenna Kanell| Samantha Scaffidi| David Howard Thornton| Catherine Corcoran
174,Van Helsing,6.2,Comedy| Horror| Thriller,60 min,Stars:Kelly Overton| Jonathan Scarfe| Vincent Gale| Christopher Heyerdahl
175,The Shining,6.1,Comedy| Horror| Thriller,273 min,Stars:Rebecca De Mornay| Steven Weber| Wil Horneff| Courtland Mead
176,The Purge,5.7,Comedy| Horror| Thriller,85 min,Director:James DeMonaco|     Stars:Ethan Hawke| Lena Headey| Max Burkholder| Adelaide Kane
177,Scoob,-1,Comedy| Horror| Thriller,-1,Director:Tony Cervone|     Stars:Mckenna Grace| Zac Efron| Mark Wahlberg| Amanda Seyfried
178,Ghost Ship,5.5,Comedy| Horror| Thriller,91 min,Director:Steve Beck|     Stars:Julianna Margulies| Gabriel Byrne| Ron Eldard| Desmond Harrington
179,The Mortal Instruments: City of Bones,5.9,Comedy| Horror| Thriller,130 min,Director:Harald Zwart|     Stars:Lily Collins| Jamie Campbell Bower| Robert Sheehan| Jemima West
180,1922,6.3,Comedy| Horror| Thriller,102 min,Director:Zak Hilditch|     Stars:Thomas Jane| Molly Parker| Dylan Schmid| Kaitlyn Bernard
181,Busanhaeng,7.5,Comedy| Horror| Thriller,118 min,Director:Sang-ho Yeon|     Stars:Yoo Gong| Yu-mi Jung| Dong-seok Ma| Su-an Kim
182,Darlin',5.6,Comedy| Horror| Thriller,100 min,Director:Pollyanna McIntosh|     Stars:Pollyanna McIntosh| Nora-Jane Noone| Cooper Andrews| Bryan Batt
183,House of Wax,7.1,Comedy| Horror| Thriller,88 min,Director:André De Toth|     Stars:Vincent Price| Frank Lovejoy| Phyllis Kirk| Carolyn Jones
184,The Wicker Man,7.6,Comedy| Horror| Thriller,88 min,Director:Robin Hardy|     Stars:Edward Woodward| Christopher Lee| Diane Cilento| Britt Ekland
185,The Witches,6.8,Comedy| Horror| Thriller,91 min,Director:Nicolas Roeg|     Stars:Anjelica Huston| Mai Zetterling| Jasen Fisher| Rowan Atkinson
186,Revenge,6.3,Comedy| Horror| Thriller,108 min,Director:Coralie Fargeat|     Stars:Matilda Anna Ingrid Lutz| Kevin Janssens| Vincent Colombe| Guillaume Bouchède
187,Martyrs,7.1,Comedy| Horror| Thriller,99 min,Director:Pascal Laugier|     Stars:Morjana Alaoui| Mylène Jampanoï| Catherine Bégin| Robert Toupin
188,Jaws 2,5.7,Comedy| Horror| Thriller,116 min,Director:Jeannot Szwarc|     Stars:Roy Scheider| Lorraine Gary| Murray Hamilton| Joseph Mascolo
189,The Others,7.6,Comedy| Horror| Thriller,101 min,Director:Alejandro Amenábar|     Stars:Nicole Kidman| Christopher Eccleston| Fionnula Flanagan| Alakina Mann
190,The First Purge,5.1,Comedy| Horror| Thriller,98 min,Director:Gerard McMurray|     Stars:Y'lan Noel| Lex Scott Davis| Joivan Wade| Steve Harris
191,Tusk,5.3,Comedy| Horror| Thriller,102 min,Director:Kevin Smith|     Stars:Justin Long| Michael Parks| Haley Joel Osment| Genesis Rodriguez
192,Interview with the Vampire: The Vampire Chronicles,7.6,Comedy| Horror| Thriller,123 min,Director:Neil Jordan|     Stars:Brad Pitt| Tom Cruise| Antonio Banderas| Kirsten Dunst
193,Aterrados,6.5,Comedy| Horror| Thriller,87 min,Director:Demián Rugna|     Stars:Maximiliano Ghione| Norberto Gonzalo| Elvira Onetto| George L. Lewis
194,Chambers,6.6,Comedy| Horror| Thriller,60 min,Stars:Sivan Alyra Rose| Marcus LaVoi| Nicholas Galitzine| Kyanna Simone Simpson
195,Fortitude,7.4,Comedy| Horror| Thriller,60 min,Stars:Richard Dormer| Björn Hlynur Haraldsson| Sienna Guillory| Mia Jexen
196,Deadly Blessing,5.6,Comedy| Horror| Thriller,100 min,Director:Wes Craven|     Stars:Maren Jensen| Sharon Stone| Susan Buckner| Jeff East
197,Death Stranding,-1,Comedy| Horror| Thriller,-1,Director:Hideo Kojima|     Stars:Norman Reedus| Mads Mikkelsen| Léa Seydoux| Margaret Qualley
198,Jennifer's Body,5.2,Comedy| Horror| Thriller,102 min,Director:Karyn Kusama|     Stars:Megan Fox| Amanda Seyfried| Adam Brody| Johnny Simmons
199,It Comes at Night,6.2,Comedy| Horror| Thriller,91 min,Director:Trey Edward Shults|     Stars:Joel Edgerton| Christopher Abbott| Carmen Ejogo| Riley Keough
200,The Craft,6.3,Comedy| Horror| Thriller,101 min,Director:Andrew Fleming|     Stars:Robin Tunney| Fairuza Balk| Neve Campbell| Rachel True
201,Truth or Dare,5.2,Comedy| Horror| Thriller,100 min,Director:Jeff Wadlow|     Stars:Lucy Hale| Tyler Posey| Violett Beane| Hayden Szeto
202,Insidious: The Last Key,5.7,Comedy| Horror| Thriller,103 min,Director:Adam Robitel|     Stars:Lin Shaye| Leigh Whannell| Angus Sampson| Kirk Acevedo
203,Poltergeist,7.4,Comedy| Horror| Thriller,114 min,Director:Tobe Hooper|     Stars:JoBeth Williams| Heather O'Rourke| Craig T. Nelson| Beatrice Straight
204,The Autopsy of Jane Doe,6.8,Comedy| Horror| Thriller,86 min,Director:André Øvredal|     Stars:Brian Cox| Emile Hirsch| Ophelia Lovibond| Michael McElhatton
205,47 Meters Down,5.6,Comedy| Horror| Thriller,89 min,Director:Johannes Roberts|     Stars:Mandy Moore| Claire Holt| Matthew Modine| Chris Johnson
206,Antichrist,6.6,Comedy| Horror| Thriller,108 min,Director:Lars von Trier|     Stars:Willem Dafoe| Charlotte Gainsbourg| Storm Acheche Sahlstrøm
207,Lights Out,6.3,Comedy| Horror| Thriller,81 min,Director:David F. Sandberg|     Stars:Teresa Palmer| Gabriel Bateman| Maria Bello| Billy Burke
208,Slender Man,3.2,Comedy| Horror| Thriller,93 min,Director:Sylvain White|     Stars:Joey King| Julia Goldani Telles| Jaz Sinclair| Annalise Basso
209,The Babadook,6.8,Comedy| Horror| Thriller,94 min,Director:Jennifer Kent|     Stars:Essie Davis| Noah Wiseman| Daniel Henshall| Hayley McElhinney
210,Dark Shadows,6.2,Comedy| Horror| Thriller,113 min,Director:Tim Burton|     Stars:Johnny Depp| Michelle Pfeiffer| Eva Green| Helena Bonham Carter
211,Species,5.8,Comedy| Horror| Thriller,108 min,Director:Roger Donaldson|     Stars:Natasha Henstridge| Michael Madsen| Ben Kingsley| Alfred Molina
212,Gremlins,7.3,Comedy| Horror| Thriller,106 min,Director:Joe Dante|     Stars:Zach Galligan| Phoebe Cates| Hoyt Axton| John Louie
213,The House with a Clock in Its Walls,6,Comedy| Horror| Thriller,105 min,Director:Eli Roth|     Stars:Jack Black| Cate Blanchett| Owen Vaccaro| Kyle MacLachlan
214,Wrong Turn,6.1,Comedy| Horror| Thriller,84 min,Director:Rob Schmidt|     Stars:Eliza Dushku| Jeremy Sisto| Emmanuelle Chriqui| Desmond Harrington
215,Inside No. 9,8.4,Comedy| Horror| Thriller,30 min,Stars:Reece Shearsmith| Steve Pemberton| Rosie Cavaliero| Aimee-Ffion Edwards
216,The Descent,7.2,Comedy| Horror| Thriller,99 min,Director:Neil Marshall|     Stars:Shauna Macdonald| Natalie Mendoza| Alex Reid| Saskia Mulder
217,Haven,7.6,Comedy| Horror| Thriller,60 min,Stars:Emily Rose| Lucas Bryant| Eric Balfour| Richard Donat
218,Sleepaway Camp,6.3,Comedy| Horror| Thriller,84 min,Director:Robert Hiltzik|     Stars:Felissa Rose| Jonathan Tiersten| Karen Fields| Christopher Collet
219,The Faculty,6.5,Comedy| Horror| Thriller,104 min,Director:Robert Rodriguez|     Stars:Jordana Brewster| Clea DuVall| Laura Harris| Josh Hartnett
220,The Head Hunter,5.1,Comedy| Horror| Thriller,72 min,Director:Jordan Downey|     Stars:Christopher Rygh| Cora Kaufman
221,Shin Gojira,6.7,Comedy| Horror| Thriller,120 min,Directors:Hideaki Anno| Shinji Higuchi|     Stars:Hiroki Hasegawa| Yutaka Takenouchi| Satomi Ishihara| Ren Osugi
222,Sinister,6.8,Comedy| Horror| Thriller,110 min,Director:Scott Derrickson|     Stars:Ethan Hawke| Juliet Rylance| James Ransone| Fred Dalton Thompson
223,Cloverfield,7,Comedy| Horror| Thriller,85 min,Director:Matt Reeves|     Stars:Mike Vogel| Jessica Lucas| Lizzy Caplan| T.J. Miller
224,Friday the 13th Part 2,6.1,Comedy| Horror| Thriller,87 min,Director:Steve Miner|     Stars:Betsy Palmer| Amy Steel| John Furey| Adrienne King
225,Only Lovers Left Alive,7.3,Comedy| Horror| Thriller,123 min,Director:Jim Jarmusch|     Stars:Tilda Swinton| Tom Hiddleston| Mia Wasikowska| John Hurt
226,Dawn of the Dead,7.3,Comedy| Horror| Thriller,101 min,Director:Zack Snyder|     Stars:Sarah Polley| Ving Rhames| Mekhi Phifer| Jake Weber
227,Sweeney Todd: The Demon Barber of Fleet Street,7.4,Comedy| Horror| Thriller,116 min,Director:Tim Burton|     Stars:Johnny Depp| Helena Bonham Carter| Alan Rickman| Timothy Spall
228,The Endless,6.5,Comedy| Horror| Thriller,111 min,Directors:Justin Benson| Aaron Moorhead|     Stars:Aaron Moorhead| Justin Benson| Callie Hernandez| Tate Ellington
229,The Hole in the Ground,5.7,Comedy| Horror| Thriller,90 min,Director:Lee Cronin|     Stars:Seána Kerslake| James Quinn Markey| Kati Outinen| David Crowley
230,They Live,7.3,Comedy| Horror| Thriller,94 min,Director:John Carpenter|     Stars:Roddy Piper| Keith David| Meg Foster| George 'Buck' Flower
231,Hansel & Gretel: Witch Hunters,6.1,Comedy| Horror| Thriller,88 min,Director:Tommy Wirkola|     Stars:Jeremy Renner| Gemma Arterton| Peter Stormare| Famke Janssen
232,The Girl with All the Gifts,6.7,Comedy| Horror| Thriller,111 min,Director:Colm McCarthy|     Stars:Sennia Nanua| Fisayo Akinade| Dominique Tipper| Paddy Considine
233,The Passage,7.5,Comedy| Horror| Thriller,60 min,Stars:Mark-Paul Gosselaar| Saniyya Sidney| Jamie McShane| Caroline Chikezie
234,Underworld: Blood Wars,5.8,Comedy| Horror| Thriller,91 min,Director:Anna Foerster|     Stars:Kate Beckinsale| Theo James| Tobias Menzies| Lara Pulver
235,The Nightmare Gallery,4.4,Comedy| Horror| Thriller,94 min,Director:Gene Blalock|     Stars:Amber Benson| Kevin Chamberlin| Mat Devine| Mieko Hillman
236,Final Destination,6.7,Comedy| Horror| Thriller,98 min,Director:James Wong|     Stars:Devon Sawa| Ali Larter| Kerr Smith| Kristen Cloke
237,Evil Dead,6.5,Comedy| Horror| Thriller,91 min,Director:Fede Alvarez|     Stars:Jane Levy| Shiloh Fernandez| Jessica Lucas| Lou Taylor Pucci
238,Eraserhead,7.4,Comedy| Horror| Thriller,89 min,Director:David Lynch|     Stars:Jack Nance| Charlotte Stewart| Allen Joseph| Jeanne Bates
239,A Quiet Place 2,-1,Comedy| Horror| Thriller,-1,Director:John Krasinski|     Stars:Cillian Murphy| Emily Blunt| Brian Tyree Henry| Noah Jupe
240,I Spit on Your Grave,6.3,Comedy| Horror| Thriller,108 min,Director:Steven R. Monroe|     Stars:Sarah Butler| Jeff Branson| Andrew Howard| Daniel Franzese
241,Leprechaun Returns,5.1,Comedy| Horror| Thriller,86 min,Director:Steven Kostanski|     Stars:Taylor Spreitler| Pepi Sonuga| Sai Bennett| Linden Porco
242,The Texas Chain Saw Massacre,7.5,Comedy| Horror| Thriller,83 min,Director:Tobe Hooper|     Stars:Marilyn Burns| Edwin Neal| Allen Danziger| Paul A. Partain
243,Hold the Dark,5.6,Comedy| Horror| Thriller,125 min,Director:Jeremy Saulnier|     Stars:Jeffrey Wright| Alexander Skarsgård| James Badge Dale| Riley Keough
244,Abraham Lincoln: Vampire Hunter,5.9,Comedy| Horror| Thriller,105 min,Director:Timur Bekmambetov|     Stars:Benjamin Walker| Rufus Sewell| Dominic Cooper| Anthony Mackie
245,The Last House on the Left,6.6,Comedy| Horror| Thriller,110 min,Director:Dennis Iliadis|     Stars:Garret Dillahunt| Monica Potter| Tony Goldwyn| Michael Bowen
246,The Lodge,6.9,Comedy| Horror| Thriller,100 min,Directors:Severin Fiala| Veronika Franz|     Stars:Riley Keough| Alicia Silverstone| Richard Armitage| Jaeden Martell
247,The Banana Splits Movie,-1,Comedy| Horror| Thriller,-1,Director:Danishka Esterhazy|     Stars:Dani Kind| Finlay Wojtak-Hissong| Romeo Carere| Steve Lund
248,The Haunting of Sharon Tate,3.1,Comedy| Horror| Thriller,94 min,Director:Daniel Farrands|     Stars:Hilary Duff| Jonathan Bennett| Lydia Hearst| Pawel Szajda
249,Scream 4,6.2,Comedy| Horror| Thriller,111 min,Director:Wes Craven|     Stars:Neve Campbell| Courteney Cox| David Arquette| Lucy Hale
250,Alien³,6.4,Comedy| Horror| Thriller,114 min,Director:David Fincher|     Stars:Sigourney Weaver| Charles S. Dutton| Charles Dance| Paul McGann
251,The Outer Limits,7.8,Comedy| Horror| Thriller,44 min,Stars:Kevin Conway| Alex Diakun| Eric Schneider| Garvin Cross
252,Blade,7.1,Comedy| Horror| Thriller,120 min,Director:Stephen Norrington|     Stars:Wesley Snipes| Stephen Dorff| Kris Kristofferson| N'Bushe Wright
253,Hostel: Part II,5.5,Comedy| Horror| Thriller,94 min,Director:Eli Roth|     Stars:Lauren German| Heather Matarazzo| Bijou Phillips| Roger Bart
254,The Cell,6.3,Comedy| Horror| Thriller,107 min,Director:Tarsem Singh|     Stars:Jennifer Lopez| Vince Vaughn| Vincent D'Onofrio| Colton James
255,The Texas Chainsaw Massacre,6.2,Comedy| Horror| Thriller,98 min,Director:Marcus Nispel|     Stars:Jessica Biel| Jonathan Tucker| Andrew Bryniarski| Erica Leerhsen
256,The Ring,7.1,Comedy| Horror| Thriller,115 min,Director:Gore Verbinski|     Stars:Naomi Watts| Martin Henderson| Brian Cox| David Dorfman
257,Green Room,7,Comedy| Horror| Thriller,95 min,Director:Jeremy Saulnier|     Stars:Anton Yelchin| Imogen Poots| Alia Shawkat| Patrick Stewart
258,Case 39,6.2,Comedy| Horror| Thriller,109 min,Director:Christian Alvart|     Stars:Renée Zellweger| Ian McShane| Jodelle Ferland| Bradley Cooper
259,The Fly,7.5,Comedy| Horror| Thriller,96 min,Director:David Cronenberg|     Stars:Jeff Goldblum| Geena Davis| John Getz| Joy Boushel
260,The Cloverfield Paradox,5.6,Comedy| Horror| Thriller,102 min,Director:Julius Onah|     Stars:Gugu Mbatha-Raw| David Oyelowo| Daniel Brühl| John Ortiz
261,February,5.9,Comedy| Horror| Thriller,93 min,Director:Oz Perkins|     Stars:Emma Roberts| Kiernan Shipka| Lucy Boynton| James Remar
262,Hemlock Grove,7.2,Comedy| Horror| Thriller,46 min,Stars:Famke Janssen| Bill Skarsgård| Landon Liboiron| Joel de la Fuente
263,Alien: Resurrection,6.2,Comedy| Horror| Thriller,109 min,Director:Jean-Pierre Jeunet|     Stars:Sigourney Weaver| Winona Ryder| Dominique Pinon| Ron Perlman
264,Hellboy,6.9,Comedy| Horror| Thriller,122 min,Director:Guillermo del Toro|     Stars:Ron Perlman| Doug Jones| Selma Blair| John Hurt
265,The Watch,5.7,Comedy| Horror| Thriller,102 min,Director:Akiva Schaffer|     Stars:Ben Stiller| Vince Vaughn| Jonah Hill| Billy Crudup
266,Texas Chainsaw 3D,4.8,Comedy| Horror| Thriller,92 min,Director:John Luessenhop|     Stars:Alexandra Daddario| Tania Raymonde| Scott Eastwood| Trey Songz
267,Grave,7,Comedy| Horror| Thriller,99 min,Director:Julia Ducournau|     Stars:Garance Marillier| Ella Rumpf| Rabah Nait Oufella| Laurent Lucas
268,Suspiria,7.5,Comedy| Horror| Thriller,98 min,Director:Dario Argento|     Stars:Jessica Harper| Stefania Casini| Flavio Bucci| Miguel Bosé
269,Leprechaun,4.7,Comedy| Horror| Thriller,92 min,Director:Mark Jones|     Stars:Warwick Davis| Jennifer Aniston| Ken Olandt| Mark Holton
270,Elizabeth Harvest,5.8,Comedy| Horror| Thriller,105 min,Director:Sebastian Gutierrez|     Stars:Abbey Lee| Ciarán Hinds| Carla Gugino| Matthew Beard
271,Cannibal Holocaust,5.9,Comedy| Horror| Thriller,95 min,Director:Ruggero Deodato|     Stars:Robert Kerman| Francesca Ciardi| Perry Pirkanen| Luca Barbareschi
272,Hellraiser,7,Comedy| Horror| Thriller,94 min,Director:Clive Barker|     Stars:Andrew Robinson| Clare Higgins| Ashley Laurence| Sean Chapman
273,Unsane,6.4,Comedy| Horror| Thriller,98 min,Director:Steven Soderbergh|     Stars:Claire Foy| Joshua Leonard| Jay Pharoah| Juno Temple
274,The Possession of Hannah Grace,5.2,Comedy| Horror| Thriller,86 min,Director:Diederik Van Rooijen|     Stars:Shay Mitchell| Grey Damon| Kirby Johnson| Nick Thune
275,Carrie,5.9,Comedy| Horror| Thriller,100 min,Director:Kimberly Peirce|     Stars:Chloë Grace Moretz| Julianne Moore| Gabriella Wilde| Portia Doubleday
276,Before I Go to Sleep,6.3,Comedy| Horror| Thriller,92 min,Director:Rowan Joffe|     Stars:Nicole Kidman| Colin Firth| Mark Strong| Anne-Marie Duff
277,Coherence,7.2,Comedy| Horror| Thriller,89 min,Director:James Ward Byrkit|     Stars:Emily Baldoni| Maury Sterling| Nicholas Brendon| Elizabeth Gracen
278,Anaconda,4.7,Comedy| Horror| Thriller,89 min,Director:Luis Llosa|     Stars:Jon Voight| Jennifer Lopez| Eric Stoltz| Ice Cube
279,Beauty and the Beast,7.2,Comedy| Horror| Thriller,60 min,Stars:Kristin Kreuk| Jay Ryan| Nina Lisandrello| Austin Basis
280,Jigsaw,5.8,Comedy| Horror| Thriller,92 min,Directors:Michael Spierig| Peter Spierig|     Stars:Matt Passmore| Tobin Bell| Callum Keith Rennie| Hannah Emily Anderson
281,The Dark,5.6,Comedy| Horror| Thriller,95 min,Director:Justin P. Lange|     Stars:Nadia Alexander| Toby Nichols| Karl Markovics| Sarah Murphy-Dyson
282,Funny Games,6.5,Comedy| Horror| Thriller,111 min,Director:Michael Haneke|     Stars:Naomi Watts| Tim Roth| Michael Pitt| Brady Corbet
283,The Wicker Man,3.7,Comedy| Horror| Thriller,102 min,Director:Neil LaBute|     Stars:Nicolas Cage| Ellen Burstyn| Leelee Sobieski| Kate Beahan
284,Toy Story of Terror,7.6,Comedy| Horror| Thriller,22 min,Director:Angus MacLane|     Stars:Tom Hanks| Tim Allen| Joan Cusack| Carl Weathers
285,Rosemary's Baby,8,Comedy| Horror| Thriller,137 min,Director:Roman Polanski|     Stars:Mia Farrow| John Cassavetes| Ruth Gordon| Sidney Blackmer
286,Scream Queens,7.1,Comedy| Horror| Thriller,45 min,Stars:Emma Roberts| Lea Michele| Abigail Breslin| Keke Palmer
287,The Human Centipede (First Sequence),4.4,Comedy| Horror| Thriller,92 min,Director:Tom Six|     Stars:Dieter Laser| Ashley C. Williams| Ashlynn Yennie| Akihiro Kitamura
288,Last Night in Soho,-1,Comedy| Horror| Thriller,-1,Director:Edgar Wright|     Stars:Anya Taylor-Joy| Terence Stamp| Diana Rigg| Matt Smith
289,Splice,5.7,Comedy| Horror| Thriller,104 min,Director:Vincenzo Natali|     Stars:Adrien Brody| Sarah Polley| Delphine Chanéac| Brandon McGibbon
290,The Purge,6.3,Comedy| Horror| Thriller,60 min,Stars:Gabriel Chavarria| Hannah Emily Anderson| Jessica Garza| Colin Woodell
291,Goosebumps,6.3,Comedy| Horror| Thriller,103 min,Director:Rob Letterman|     Stars:Jack Black| Dylan Minnette| Odeya Rush| Ryan Lee
292,Feedback,5.3,Comedy| Horror| Thriller,97 min,Director:Pedro C. Alonso|     Stars:Eddie Marsan| Paul Anderson| Ivana Baquero| Richard Brake
293,Summer of 84,6.7,Comedy| Horror| Thriller,105 min,Directors:François Simard| Anouk Whissell| Yoann-Karl Whissell|     Stars:Graham Verchere| Judah Lewis| Caleb Emery| Cory Gruter-Andrew
294,Tremors,7.2,Comedy| Horror| Thriller,96 min,Director:Ron Underwood|     Stars:Kevin Bacon| Fred Ward| Finn Carter| Michael Gross
295,Sleepy Hollow,7.4,Comedy| Horror| Thriller,105 min,Director:Tim Burton|     Stars:Johnny Depp| Christina Ricci| Miranda Richardson| Michael Gambon
296,Psycho Beach Party,6.3,Comedy| Horror| Thriller,95 min,Director:Robert Lee King|     Stars:Lauren Ambrose| Nicholas Brendon| Thomas Gibson| Kimberley Davies
297,The Boy,6,Comedy| Horror| Thriller,97 min,Director:William Brent Bell|     Stars:Lauren Cohan| Rupert Evans| James Russell| Jim Norton
298,The Amityville Horror,6,Comedy| Horror| Thriller,90 min,Director:Andrew Douglas|     Stars:Ryan Reynolds| Melissa George| Jimmy Bennett| Jesse James
299,Friday the 13th,5.6,Comedy| Horror| Thriller,97 min,Director:Marcus Nispel|     Stars:Jared Padalecki| Amanda Righetti| Derek Mears| Danielle Panabaker
300,Escape the Night,6,Comedy| Horror| Thriller,23 min,Stars:Joey Graceffa| Tyler Oakley| Andrea Russett| David Hutchison
301,Candyman,6.6,Comedy| Horror| Thriller,99 min,Director:Bernard Rose|     Stars:Virginia Madsen| Xander Berkeley| Tony Todd| Kasi Lemmons
302,Silent Hill: Revelation,5,Comedy| Horror| Thriller,95 min,Director:M.J. Bassett|     Stars:Adelaide Clemens| Kit Harington| Sean Bean| Carrie-Anne Moss
303,Candyman,-1,Comedy| Horror| Thriller,-1,Director:Nia DaCosta|     Stars:Yahya Abdul-Mateen II| Tony Todd| Teyonah Parris
304,The Girl Next Door,6.6,Comedy| Horror| Thriller,91 min,Director:Gregory Wilson|     Stars:William Atherton| Blythe Auffarth| Blanche Baker| Kevin Chamberlin
305,The Stand,-1,Comedy| Horror| Thriller,-1,Stars:James Marsden| Whoopi Goldberg| Amber Heard| Greg Kinnear
306,Warm Bodies,6.9,Comedy| Horror| Thriller,98 min,Director:Jonathan Levine|     Stars:Nicholas Hoult| Teresa Palmer| John Malkovich| Analeigh Tipton
307,Event Horizon,6.7,Comedy| Horror| Thriller,96 min,Director:Paul W.S. Anderson|     Stars:Laurence Fishburne| Sam Neill| Kathleen Quinlan| Joely Richardson
